delta_total,delta_total_norm,delta_version,fallback_count,key,matched_key,missing_count,status
291.6668395996094,2.0623958110809326,best_feasible_reinsert_v1,0,solomon_dataset_146_C_narrow_1777582045.txt,solomon_dataset_146_C_narrow_1777582045,0,updated
552.9073486328125,3.9096453189849854,best_feasible_reinsert_v1,0,solomon_dataset_144_R_narrow_1777582045.txt,solomon_dataset_144_R_narrow_1777582045,0,updated
258.0350341796875,1.8245832920074463,best_feasible_reinsert_v1,0,solomon_dataset_140_C_narrow_1777582045.txt,solomon_dataset_140_C_narrow_1777582045,0,updated
288.49224853515625,2.0399482250213623,best_feasible_reinsert_v1,0,solomon_dataset_150_R_wide_1777582045.txt,solomon_dataset_150_R_wide_1777582045,0,updated
307.114990234375,2.171630382537842,best_feasible_reinsert_v1,0,solomon_dataset_68_R_wide_1777582045.txt,solomon_dataset_68_R_wide_1777582045,0,updated
143.1697540283203,1.012363076210022,best_feasible_reinsert_v1,0,solomon_dataset_151_C_narrow_1777582045.txt,solomon_dataset_151_C_narrow_1777582045,0,updated
315.8754577636719,2.233576774597168,best_feasible_reinsert_v1,0,solomon_dataset_93_RC_wide_1777582045.txt,solomon_dataset_93_RC_wide_1777582045,0,updated
325.5290832519531,2.3018381595611572,best_feasible_reinsert_v1,0,solomon_dataset_145_R_wide_1777582045.txt,solomon_dataset_145_R_wide_1777582045,0,updated
244.5141143798828,1.7289758920669556,best_feasible_reinsert_v1,0,solomon_dataset_90_R_wide_1777582045.txt,solomon_dataset_90_R_wide_1777582045,0,updated
253.91970825195312,1.7954835891723633,best_feasible_reinsert_v1,0,solomon_dataset_155_C_narrow_1777582045.txt,solomon_dataset_155_C_narrow_1777582045,0,updated
191.38455200195312,1.3532930612564087,best_feasible_reinsert_v1,0,solomon_dataset_97_C_narrow_1777582045.txt,solomon_dataset_97_C_narrow_1777582045,0,updated
534.3602294921875,3.7784974575042725,best_feasible_reinsert_v1,0,solomon_dataset_123_R_narrow_1777582045.txt,solomon_dataset_123_R_narrow_1777582045,0,updated
510.73004150390625,3.6114065647125244,best_feasible_reinsert_v1,0,solomon_dataset_121_R_narrow_1777582045.txt,solomon_dataset_121_R_narrow_1777582045,0,updated
379.63446044921875,2.6844210624694824,best_feasible_reinsert_v1,0,solomon_dataset_56_R_wide_1777582045.txt,solomon_dataset_56_R_wide_1777582045,0,updated
185.098388671875,1.3088431358337402,best_feasible_reinsert_v1,0,solomon_dataset_159_C_narrow_1777582045.txt,solomon_dataset_159_C_narrow_1777582045,0,updated
301.22454833984375,2.129979372024536,best_feasible_reinsert_v1,0,solomon_dataset_101_R_wide_1777582045.txt,solomon_dataset_101_R_wide_1777582045,0,updated
308.633056640625,2.1823654174804688,best_feasible_reinsert_v1,0,solomon_dataset_161_C_narrow_1777582045.txt,solomon_dataset_161_C_narrow_1777582045,0,updated
235.94439697265625,1.6683788299560547,best_feasible_reinsert_v1,0,solomon_dataset_152_R_wide_1777582045.txt,solomon_dataset_152_R_wide_1777582045,0,updated
252.80679321289062,1.787614107131958,best_feasible_reinsert_v1,0,solomon_dataset_162_C_narrow_1777582045.txt,solomon_dataset_162_C_narrow_1777582045,0,updated
81.57272338867188,0.5768061876296997,best_feasible_reinsert_v1,0,solomon_dataset_164_C_wide_1777582045.txt,solomon_dataset_164_C_wide_1777582045,0,updated
72.04695129394531,0.5094488859176636,best_feasible_reinsert_v1,0,solomon_dataset_165_C_wide_1777582045.txt,solomon_dataset_165_C_wide_1777582045,0,updated
215.93296813964844,1.52687668800354,best_feasible_reinsert_v1,0,solomon_dataset_108_RC_wide_1777582045.txt,solomon_dataset_108_RC_wide_1777582045,0,updated
339.5992431640625,2.4013290405273438,best_feasible_reinsert_v1,0,solomon_dataset_163_RC_narrow_1777582045.txt,solomon_dataset_163_RC_narrow_1777582045,0,updated
422.1770324707031,2.9852423667907715,best_feasible_reinsert_v1,0,solomon_dataset_167_RC_narrow_1777582045.txt,solomon_dataset_167_RC_narrow_1777582045,0,updated
555.0594482421875,3.924862861633301,best_feasible_reinsert_v1,0,solomon_dataset_166_R_narrow_1777582045.txt,solomon_dataset_166_R_narrow_1777582045,0,updated
66.84329223632812,0.47265344858169556,best_feasible_reinsert_v1,0,solomon_dataset_138_C_wide_1777582045.txt,solomon_dataset_138_C_wide_1777582045,0,updated
107.50975799560547,0.7602089047431946,best_feasible_reinsert_v1,0,solomon_dataset_120_C_wide_1777582045.txt,solomon_dataset_120_C_wide_1777582045,0,updated
461.74847412109375,3.2650551795959473,best_feasible_reinsert_v1,0,solomon_dataset_171_RC_narrow_1777582045.txt,solomon_dataset_171_RC_narrow_1777582045,0,updated
166.8819122314453,1.1800332069396973,best_feasible_reinsert_v1,0,solomon_dataset_173_C_narrow_1777582045.txt,solomon_dataset_173_C_narrow_1777582045,0,updated
328.1404724121094,2.320303440093994,best_feasible_reinsert_v1,0,solomon_dataset_168_RC_narrow_1777582045.txt,solomon_dataset_168_RC_narrow_1777582045,0,updated
564.3296508789062,3.990412950515747,best_feasible_reinsert_v1,0,solomon_dataset_142_R_narrow_1777582045.txt,solomon_dataset_142_R_narrow_1777582045,0,updated
578.7455444335938,4.092348575592041,best_feasible_reinsert_v1,0,solomon_dataset_172_R_narrow_1777582045.txt,solomon_dataset_172_R_narrow_1777582045,0,updated
116.88536071777344,0.8265043497085571,best_feasible_reinsert_v1,0,solomon_dataset_132_C_wide_1777582045.txt,solomon_dataset_132_C_wide_1777582045,0,updated
206.6286163330078,1.4610849618911743,best_feasible_reinsert_v1,0,solomon_dataset_158_RC_wide_1777582045.txt,solomon_dataset_158_RC_wide_1777582045,0,updated
423.3934020996094,2.9938437938690186,best_feasible_reinsert_v1,0,solomon_dataset_131_R_wide_1777582045.txt,solomon_dataset_131_R_wide_1777582045,0,updated
118.89373779296875,0.8407056927680969,best_feasible_reinsert_v1,0,solomon_dataset_66_C_wide_1777582045.txt,solomon_dataset_66_C_wide_1777582045,0,updated
354.2516784667969,2.5049376487731934,best_feasible_reinsert_v1,0,solomon_dataset_118_R_wide_1777582045.txt,solomon_dataset_118_R_wide_1777582045,0,updated
391.05126953125,2.765150308609009,best_feasible_reinsert_v1,0,solomon_dataset_174_RC_narrow_1777582045.txt,solomon_dataset_174_RC_narrow_1777582045,0,updated
269.410400390625,1.9050191640853882,best_feasible_reinsert_v1,0,solomon_dataset_114_RC_wide_1777582045.txt,solomon_dataset_114_RC_wide_1777582045,0,updated
282.1333312988281,1.9949841499328613,best_feasible_reinsert_v1,0,solomon_dataset_119_R_wide_1777582045.txt,solomon_dataset_119_R_wide_1777582045,0,updated
316.3608703613281,2.237009286880493,best_feasible_reinsert_v1,0,solomon_dataset_184_C_narrow_1777582045.txt,solomon_dataset_184_C_narrow_1777582045,0,updated
260.88201904296875,1.8447144031524658,best_feasible_reinsert_v1,0,solomon_dataset_143_C_narrow_1777582045.txt,solomon_dataset_143_C_narrow_1777582045,0,updated
93.46479797363281,0.6608960032463074,best_feasible_reinsert_v1,0,solomon_dataset_183_C_wide_1777582045.txt,solomon_dataset_183_C_wide_1777582045,0,updated
280.46240234375,1.9831684827804565,best_feasible_reinsert_v1,0,solomon_dataset_129_R_wide_1777582045.txt,solomon_dataset_129_R_wide_1777582045,0,updated
198.69760131835938,1.4050041437149048,best_feasible_reinsert_v1,0,solomon_dataset_176_RC_wide_1777582045.txt,solomon_dataset_176_RC_wide_1777582045,0,updated
389.91729736328125,2.757131576538086,best_feasible_reinsert_v1,0,solomon_dataset_187_R_narrow_1777582045.txt,solomon_dataset_187_R_narrow_1777582045,0,updated
468.4388732910156,3.312363386154175,best_feasible_reinsert_v1,0,solomon_dataset_186_RC_narrow_1777582045.txt,solomon_dataset_186_RC_narrow_1777582045,0,updated
314.29217529296875,2.222381114959717,best_feasible_reinsert_v1,0,solomon_dataset_189_C_narrow_1777582045.txt,solomon_dataset_189_C_narrow_1777582045,0,updated
161.51414489746094,1.1420775651931763,best_feasible_reinsert_v1,0,solomon_dataset_141_C_wide_1777582045.txt,solomon_dataset_141_C_wide_1777582045,0,updated
173.79867553710938,1.2289421558380127,best_feasible_reinsert_v1,0,solomon_dataset_79_C_wide_1777582045.txt,solomon_dataset_79_C_wide_1777582045,0,updated
326.08636474609375,2.305778741836548,best_feasible_reinsert_v1,0,solomon_dataset_133_R_wide_1777582045.txt,solomon_dataset_133_R_wide_1777582045,0,updated
283.5869140625,2.0052623748779297,best_feasible_reinsert_v1,0,solomon_dataset_116_R_wide_1777582045.txt,solomon_dataset_116_R_wide_1777582045,0,updated
